,city,URL,title,date,time,venue,details,user,tags
180,Seattle,N/A,N/A,N/A,N/A,N/A,"“by the end of 'come from away,' you may feel like you’ve also visited and been embraced by gander.” - misha barton, the seattle times

 in three days, the cast of #comefromaway welcomes us to the rock. don't miss this remarkable true story: https://t.co/ntpfjavlrm https://t.co/vckfaoslla",Twitter User @RBTLAud,['comefromaway']
181,Seattle,N/A,N/A,N/A,N/A,N/A,"rt @ellis_hughes: excited to for the next #seattleuser meetup in a few weeks!

we'll be talking #tidytuesday, {tidytuesdayr}, {camcorder},…",Twitter User @rstats4ds,"['seattleuser', 'tidytuesday']"
182,Seattle,N/A,N/A,N/A,N/A,N/A,"rt @ellis_hughes: excited to for the next #seattleuser meetup in a few weeks!

we'll be talking #tidytuesday, {tidytuesdayr}, {camcorder},…",Twitter User @rstatstweet,"['seattleuser', 'tidytuesday']"
183,Seattle,N/A,N/A,N/A,N/A,N/A,"excited to for the next #seattleuser meetup in a few weeks!

we'll be talking #tidytuesday, {tidytuesdayr}, {camcorder}, and all things #rstats!

#ggplot2 #datascience

 https://t.co/2uukoxfq5r",Twitter User @ellis_hughes,"['seattleuser', 'tidytuesday', 'rstats', 'ggplot2', 'datascience']"
184,Seattle,N/A,N/A,N/A,N/A,N/A,rt @komonews: help put toys under the tree and hope in the hearts of local kids! komo is teaming up with the salvation army toy and joy pro…,Twitter User @2ndkid,[]
185,Seattle,N/A,N/A,N/A,N/A,N/A,"let's keep the w's coming tonight! #seakraken

 5:30pm
 7pm
ℹ️ https://t.co/n4ab0nnkor
 https://t.co/xckimucap3
 https://t.co/wssktg9ss0
🅿️ https://t.co/paf8vwf6fh https://t.co/f6gxf1jlhy",Twitter User @ClimateArena,['seakraken']
186,Seattle,N/A,N/A,N/A,N/A,N/A,"rt @eplsdotorg: join the library and @everettcity for wintertide! 

– seattle mandolin orchestra concert at the main library, today at 2 p.…",Twitter User @MyEverettNews,[]
187,Seattle,N/A,N/A,N/A,N/A,N/A,"join the library and @everettcity for wintertide! 

– seattle mandolin orchestra concert at the main library, today at 2 p.m. 
– wintertide festival &amp; makers market, dec. 10.
– make a solstice luminary, dec. 17.

find more wintertide events at https://t.co/gntllfmpba. https://t.co/ekqnhhvhgv",Twitter User @eplsdotorg,[]
188,Seattle,N/A,N/A,N/A,N/A,N/A,rt @komonews: help put toys under the tree and hope in the hearts of local kids! komo is teaming up with the salvation army toy and joy pro…,Twitter User @MySeattleNews,[]
189,Seattle,N/A,N/A,N/A,N/A,N/A,"join the excitement! apply today to work as event staff and security for events in the seattle, wa area. apply now: https://t.co/tzlblfiiye #security #eventservices",Twitter User @AU_Careers,"['security', 'eventservices']"
190,Seattle,N/A,N/A,N/A,N/A,N/A,"rt @ladiesthatuxsea: join us monday, december 12th from 5 - 6 pm pst as 2 game recruiters from gglocators answer your questions as part of…",Twitter User @rosiepov1,[]
191,Seattle,N/A,N/A,N/A,N/A,N/A,plan a magical month with our december play list. ❄️https://t.co/bikehhbqjv❄️,Twitter User @ParentMap,[]
192,Seattle,N/A,N/A,N/A,N/A,N/A,help put toys under the tree and hope in the hearts of local kids! komo is teaming up with the salvation army toy and joy program. your donations go directly to help families in western washington have a happier holiday. https://t.co/ahf7acc0mp https://t.co/nzracgjyi5,Twitter User @komonews,[]
193,Seattle,N/A,N/A,N/A,N/A,N/A,"@rledbettercpa agreed.  

i think i lucked out in joining realize (which would be way more valuable if i showed up to the events…) and, to my surprise, future firm accelerate.  

while neither of those communities are aimed towards practices like mine, they help me get better in the overlap.",Twitter User @seattle_tax,[]
194,Seattle,N/A,N/A,N/A,N/A,N/A,"rt @jshtrealestate: #blacksanta 
this saturday:  kent station 4-7pm
next saturday: rainier valley leadership academy 10am to 2pm
saturday a…",Twitter User @bucketlist2022,['blacksanta']
195,Seattle,N/A,N/A,N/A,N/A,N/A,12 things to do in the seattle area this weekend  https://t.co/tvhnrs9tdt,Twitter User @zedign,[]
196,Seattle,N/A,N/A,N/A,N/A,N/A,"rt @geekwire: make the geekwire gala your holiday party! bring old friends, colleagues, and significant others, and kick off the holiday se…",Twitter User @mgupt108,[]
197,Seattle,N/A,N/A,N/A,N/A,N/A,"seattle, wa (3:05 am)grid brownout event&gt;&gt; the ting network detected an electric utility grid brownout event. the event started at 3:05 am local time and impacted at least 8 homes. the minimum voltage was 86.1 volts.",Twitter User @grid_events,[]
198,Seattle,N/A,N/A,N/A,N/A,N/A,"seattle, wa (2:17 am)grid power outage event&gt;&gt; the ting network detected an electric utility grid power outage event. the event started at 2:17 am local time and impacted at least 4 homes.",Twitter User @grid_events,[]
199,Seattle,N/A,N/A,N/A,N/A,N/A,"rt @candles4assange: global event coming up next weekend for #lanterns4assange! 
london
nyc
dc
tulsa 
seattle
sydney
townsvil…",Twitter User @wood94832645,['lanterns4assange']
0,Champaign,N/A,N/A,N/A,N/A,N/A,"rt @ilsoybean: huddle with your ilsoyadvisor team to kickoff 2023! register today for the #2023soybeansummit on thursday, february 2 in cha…",Twitter User @ILSoyAdvisor,['2023soybeansummit']
1,Champaign,N/A,N/A,N/A,N/A,N/A,"susan tolman (university of illinois at urbana-champaign), lecture 1: integrable systems and the n-body problem https://t.co/z56fpfuurb",Twitter User @BIRS_Math,[]
2,Champaign,N/A,N/A,N/A,N/A,N/A,"huddle with your ilsoyadvisor team to kickoff 2023! register today for the #2023soybeansummit on thursday, february 2 in champaign, il here: https://t.co/qpofxg1qao

#farming #agriculture https://t.co/ocptq1goff",Twitter User @ILSoybean,"['2023soybeansummit', 'farming', 'agriculture']"
3,Champaign,N/A,N/A,N/A,N/A,N/A,"champaign, il (8:55 pm)grid brownout event&gt;&gt; the ting network detected an electric utility grid brownout event. the event started at 8:55 pm local time and impacted at least 5 homes. the minimum voltage was 66.9 volts.",Twitter User @grid_events,[]
4,Champaign,N/A,N/A,N/A,N/A,N/A,"champaign, il (8:55 pm)grid power outage event&gt;&gt; the ting network detected an electric utility grid power outage event. the event started at 8:55 pm local time and impacted at least 5 homes.",Twitter User @grid_events,[]
5,Champaign,N/A,N/A,N/A,N/A,N/A,dog the bounty hunter! lee greenwood! dan hampton  shop for a cop! champaign il mega events ! thank u big mike namoff  https://t.co/s1insx2tdi,Twitter User @TonyOcean5,[]
6,Champaign,N/A,N/A,N/A,N/A,N/A,"rt @stmhoops_: home opener on north mattis today! #tww

🆚 bishop mcnamara
 3901 n. mattis ave, champaign, il
⌚️ 4:30pm
 https://t.co/gc23…",Twitter User @IlliniPrairie,['tww']
7,Champaign,N/A,N/A,N/A,N/A,N/A,rt @david_darmofal: @kamalaharris @deitramatthews @eliasvb15 @k_stauffer that conversation. i saw @kamalaharris a week ago &amp; she thanked me…,Twitter User @gstewtwo,[]
8,Champaign,N/A,N/A,N/A,N/A,N/A,"rt @stmhoops_: home opener on north mattis today! #tww

🆚 bishop mcnamara
 3901 n. mattis ave, champaign, il
⌚️ 4:30pm
 https://t.co/gc23…",Twitter User @STMoreAD,['tww']
9,Champaign,N/A,N/A,N/A,N/A,N/A,rt @david_darmofal: @kamalaharris @deitramatthews @eliasvb15 @k_stauffer that conversation. i saw @kamalaharris a week ago &amp; she thanked me…,Twitter User @Gyggy,[]
10,Champaign,N/A,N/A,N/A,N/A,N/A,"rt @stmhoops_: home opener on north mattis today! #tww

🆚 bishop mcnamara
 3901 n. mattis ave, champaign, il
⌚️ 4:30pm
 https://t.co/gc23…",Twitter User @SaberPack,['tww']
11,Champaign,N/A,N/A,N/A,N/A,N/A,"rt @stmhoops_: home opener on north mattis today! #tww

🆚 bishop mcnamara
 3901 n. mattis ave, champaign, il
⌚️ 4:30pm
 https://t.co/gc23…",Twitter User @KrepsToby,['tww']
12,Champaign,N/A,N/A,N/A,N/A,N/A,"rt @stmhoops_: home opener on north mattis today! #tww

🆚 bishop mcnamara
 3901 n. mattis ave, champaign, il
⌚️ 4:30pm
 https://t.co/gc23…",Twitter User @clikasNG,['tww']
13,Champaign,N/A,N/A,N/A,N/A,N/A,"home opener on north mattis today! #tww

🆚 bishop mcnamara
 3901 n. mattis ave, champaign, il
⌚️ 4:30pm
 https://t.co/gc23u6xar8 https://t.co/atmu90gbpp",Twitter User @STMHoops_,['tww']
14,Champaign,N/A,N/A,N/A,N/A,N/A,https://t.co/p24wzoeyzz,Twitter User @bmchsbball,[]
15,Champaign,N/A,N/A,N/A,N/A,N/A,https://t.co/bujnbmnugx,Twitter User @bmchsbball,[]
16,Champaign,N/A,N/A,N/A,N/A,N/A,"huddle with your ilsoyadvisor team to kickoff 2023! register today for the #2023soybeansummit on thursday, february 2 in champaign, il here: https://t.co/z0bgzqrxgw

#farming #agriculture https://t.co/eoyxndxlaz",Twitter User @ILSoyAdvisor,"['2023soybeansummit', 'farming', 'agriculture']"
17,Champaign,N/A,N/A,N/A,N/A,N/A,"champaign, il (11:13 am)grid power outage event&gt;&gt; the ting network detected an electric utility grid power outage event. the event started at 11:13 am local time and impacted at least 7 homes.",Twitter User @grid_events,[]
18,Champaign,N/A,N/A,N/A,N/A,N/A,"rt @edillinois: a group of 5th-grade students from garden hills elementary in champaign had a chance to tour @uofillinois. 

the tour, led…",Twitter User @ilbrowerstrong,[]
19,Champaign,N/A,N/A,N/A,N/A,N/A,"rt @edillinois: a group of 5th-grade students from garden hills elementary in champaign had a chance to tour @uofillinois. 

the tour, led…",Twitter User @Unit4Schools,[]
20,Champaign,N/A,N/A,N/A,N/A,N/A,"rt @visitchampaign:  ep. 4 of the chambana proud podcast is out now! 

carly &amp; terri chat with julie pryde from the champaign-urbana heal…",Twitter User @carannmcc,[]
21,Champaign,N/A,N/A,N/A,N/A,N/A," ep. 4 of the chambana proud podcast is out now! 

carly &amp; terri chat with julie pryde from the champaign-urbana health district, plus some upcoming events to get you in the holiday spirit!
 
special thanks to this week’s sponsor—@champcoforest! : https://t.co/ao14reph3o https://t.co/riyetkge7w",Twitter User @visitchampaign,[]
22,Champaign,N/A,N/A,N/A,N/A,N/A,tonight! do you like birds or live in champaign-urbana or surrounding area? join us for our webinar  at 7pm ct. zoom details on our website: https://t.co/jv3qaqnri8 https://t.co/osldd0eeru,Twitter User @ccaudubon,[]
23,Champaign,N/A,N/A,N/A,N/A,N/A,"the paris network: inspired by true events, an epic, heartbreaking and gripping world war 2 novel swndeqc

https://t.co/ouzgytxxyk https://t.co/ocvux5lxbi",Twitter User @NnGxj,[]
24,Champaign,N/A,N/A,N/A,N/A,N/A,"other method, french 7x7 deck called bellini. (( yeah, that drink in which champaign and orange juice is served in a goblet.)) this is based on something...that described actions, and timing of events. https://t.co/mzki1qo4vm https://t.co/caws7irltw",Twitter User @geargail,[]
25,Champaign,N/A,N/A,N/A,N/A,N/A,"call the minuteman team at 217-355-0500, or click on the link to request a quote. we design, print, and promote you! https://t.co/8j3ac9mhui

#minutemanpress #minuteman #minutemanpresschampaign #champaign #urbana #uiuc #design #print #promote #tabletents #events #restaurants https://t.co/nmxmwxu0ne",Twitter User @Minuteman_CU,"['minutemanpress', 'minuteman', 'minutemanpresschampaign', 'champaign', 'urbana', 'uiuc', 'design', 'print', 'promote', 'tabletents', 'events', 'restaurants']"
26,Champaign,N/A,N/A,N/A,N/A,N/A,"are you looking to get connected at cu church and learn more about serve teams or with one of our ministry partners. connection gathering on sun, dec. 4, from 10-10:30a, in the graduate room at the illinois conf. center (1900 s 1st st, champaign). sign-up https://t.co/kaq1grz5k2 https://t.co/prca3r1xui",Twitter User @cu_church,[]
27,Champaign,N/A,N/A,N/A,N/A,N/A,"giving tuesday! we want to be sure all youth have the opportunity to be a part of the illinois 4-h program, encouraging travel to regional/statewide events, and honoring youth &amp; alumni who have developed high level career skills! donate here: https://t.co/fmot4ncz9t",Twitter User @vealt,[]
28,Champaign,N/A,N/A,N/A,N/A,N/A,"we still have a few seats available for this event on tuesday. we would love to have as many stakeholders as possible to join us to learn, connect, and begin advocacy for early literacy instruction in our community. #chambana #uiuc 

rsvp here: https://t.co/c1fh6vdbea https://t.co/kyxzjmcoqc",Twitter User @ksirach,"['chambana', 'uiuc']"
29,Champaign,N/A,N/A,N/A,N/A,N/A,"poetry this week in chicago and champaign, with linda gregerson, carl phillips, rosanna warren. please see links for details -- nov. 30 at seminary co-op, chicago; dec. 2 at univ. of illinois--champaign. come out!

https://t.co/2ruvsscpsa

https://t.co/qbpymxaer4",Twitter User @davidbakerpoet,[]
30,Champaign,N/A,N/A,N/A,N/A,N/A,"a new race (2023 christie clinic illinois race weekend @ champaign, illinois, united states on 29 april 2023) has been published on race calendar running and events directory - https://t.co/gm1jgwt5pm https://t.co/opxgazl2ue",Twitter User @RaceCalendarRun,[]
0,Arlington,N/A,N/A,N/A,N/A,N/A,"come to ecoaction arlington's volunteer social to learn more about how we're helping to improve arlington's environment—and how you can get involved!
visit our website to register and learn more. https://t.co/hfuirrskms https://t.co/untv1zyxku",Twitter User @EcoActionArl,[]
1,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @XhrisMaben,[]
2,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @danmiller26,[]
3,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @usnavy: welcome to the big apple!  

#ussarlington (lpd 24) arrives in #newyork.

arlington sailors and marines participate in events…",Twitter User @amphibwarships,"['ussarlington', 'newyork']"
4,Arlington,N/A,N/A,N/A,N/A,N/A,arlington visual art studio tour and dominion lighting present winter light https://t.co/wws7fg4gab https://t.co/gpazxpve1z,Twitter User @eastcityart,[]
5,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @AndrewC_1999,"['roh', 'rohfin']"
6,Arlington,N/A,N/A,N/A,N/A,N/A,"counting down the days till winter break? get in on these food + drink events, from holiday pub crawls to a festive cooking class. https://t.co/bjjltmwpp7",Twitter User @ArlingtonMag,[]
7,Arlington,N/A,N/A,N/A,N/A,N/A,"arlington heights, il (10:22 am)grid brownout event&gt;&gt; the ting network detected an electric utility grid brownout event. the event started at 10:22 am local time and impacted at least 16 homes. the minimum voltage was 69.5 volts.",Twitter User @grid_events,[]
8,Arlington,N/A,N/A,N/A,N/A,N/A,"arlington heights, il (10:22 am)grid surge event&gt;&gt; the ting network detected an electric utility grid surge event. the event started at 10:22 am local time and impacted at least 18 homes. the maximum voltage was 147.2 volts.",Twitter User @grid_events,[]
9,Arlington,N/A,N/A,N/A,N/A,N/A,"a visit from santa and one of the most enchanting love stories of all time are still to come at arlington arts centre, newbury before the new year. 

for dates, times and ticket prices visit: https://t.co/jfwdetdxdq

#newbury #events #christmas #family #ballet #santa",Twitter User @ArlingtonArts,"['newbury', 'events', 'christmas', 'family', 'ballet', 'santa']"
10,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @MSK96835170,"['roh', 'rohfin']"
11,Arlington,N/A,N/A,N/A,N/A,N/A,christmas is coming &amp; fresh trees have arrived!  arlington thrive is honored to be the recipient of @clarendonumc's 2022 christmas tree sales.  your purchase will help us continue to provide emergency funding to neighbors in need.  #howwethrive https://t.co/jf5owvrjcj https://t.co/ly4fmezwlv,Twitter User @ArlingtonThrive,['howwethrive']
12,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @heather_maleake,"['roh', 'rohfin']"
13,Arlington,N/A,N/A,N/A,N/A,N/A,"arlington, tx (7:57 am)grid power outage event&gt;&gt; the ting network detected an electric utility grid power outage event. the event started at 7:57 am local time and impacted at least 7 homes.",Twitter User @grid_events,[]
14,Arlington,N/A,N/A,N/A,N/A,N/A,"arlington, tx (7:57 am)grid surge event&gt;&gt; the ting network detected an electric utility grid surge event. the event started at 7:57 am local time and impacted at least 5 homes. the maximum voltage was 138.0 volts.",Twitter User @grid_events,[]
15,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @riseofdanielsan,"['roh', 'rohfin']"
16,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @alantheus23,"['roh', 'rohfin']"
17,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @DeafITT08,"['roh', 'rohfin']"
18,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @edogawa316,"['roh', 'rohfin']"
19,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @Hunterandamysci,"['roh', 'rohfin']"
20,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @aew: sat, dec 10
@ringofhonor #finalbattle
live on ppv
4pm et/3pm ct

#roh pure championship
daniel garcia vs wheeler yuta

@wheeleryut…",Twitter User @AndrewC_1999,"['finalbattle', 'roh']"
21,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @paulaamarieee,"['roh', 'rohfin']"
22,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @Jsjide56,[]
23,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @BrucknerJake,[]
24,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @ksuwildkat,[]
25,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @dotthedragon,[]
26,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @NicholasGavidi1,"['roh', 'rohfin']"
27,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @Luke_Fischer16,[]
28,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @ParlaySav,[]
29,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @E_M_C_squared,[]
30,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @polygirl32,[]
31,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @Andy3150Max,"['roh', 'rohfin']"
32,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @WildChiefCat,[]
33,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @kratochvilz32,[]
34,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @Trobs12,[]
35,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @WaceyMunsell,[]
36,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @Ape71104,[]
37,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @EvryManAWildcat,[]
38,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @kstate_kj,[]
39,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @nateasaurusrex,[]
40,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @Cole_Manbeck,[]
41,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @OWENgoshDAHMmit,[]
42,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @robertgbson,[]
43,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @SadistIntent,"['roh', 'rohfin']"
44,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @JaxIrvin,"['roh', 'rohfin']"
45,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @AngelOfficial91,"['roh', 'rohfin']"
46,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @PJ23_24,[]
47,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @Jakesane,[]
48,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @KevinRy17677694,[]
49,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @Patrici43675265,[]
50,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @dickkirby66,[]
51,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @trut59,[]
52,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @calebfish6,[]
53,Arlington,N/A,N/A,N/A,N/A,N/A,hey y’all i am starting to niche down in makeup and need a couple of models to try new bridal/special events looks on. i am located in the arlington area and all faces will be $25. i’m available from wed- sun this week from 9am-7pm. let me know if you’re interested☺️#dfwmodels,Twitter User @KeyaB__,['dfwmodels']
54,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @stevenjksu,[]
55,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @patryanuc: theo and cam had a blast at the arlington holiday festival! 

check out these fantastic holiday events across the hudson val…",Twitter User @pittarel1,[]
56,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @MarcusBaker325,[]
57,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @AwesomeOne3457,[]
58,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @shay_dominguez,[]
59,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @miles11141,[]
60,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @AEWonITV,"['roh', 'rohfin']"
61,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @AEWUPF,"['roh', 'rohfin']"
62,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @AEWUTD,"['roh', 'rohfin']"
63,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @John5tork,[]
64,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @ksueller54,[]
65,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @popprin37638186,"['roh', 'rohfin']"
66,Arlington,N/A,N/A,N/A,N/A,N/A,rt @aew: former #roh pure champion @wheeleryuta is set on regaining the title when he takes on champ @garciawrestling once again at #rohfin…,Twitter User @HeroSparks,"['roh', 'rohfin']"
67,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @KSUwildcat04,[]
68,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @mooreofshawn,[]
69,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @KeBar30,[]
70,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @APURDY7,[]
71,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @PurpleBear4,[]
72,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @ChristianMM1014,[]
73,Arlington,N/A,N/A,N/A,N/A,N/A,"rt @kstateman14: please take time out of your day to pray for all of those touched by the tragic events in arlington, tx yesterday. https:/…",Twitter User @Midwest_KZ,[]
